"x1_1"	"x1_2"	"x1_3"	"x1_4"	"y1"	"y2"	"y3"	"y4"	"y5"	"y6"	"y7"	"y8"	"y9"	"y10"	"y11"	"y12"
"907"	0.35	0.15	0.13	0.45	0	1	0	0	0	0	0	0	0	0	0	0
"70"	0.63	0.03	0.14	0.51	1	0	0	0	0	0	0	0	0	0	0	0
"3230"	0.39	0.37	0.94	0.87	0	0	0	0	0	0	1	0	0	0	0	0
"1995"	0.55	0.7	0.76	0.41	0	0	0	1	0	0	0	0	0	0	0	0
"4388"	0.96	0.04	0.87	0.49	0	0	0	0	0	0	0	0	1	0	0	0
"4597"	0.91	0.61	0.92	0.62	0	0	0	0	0	0	0	0	0	1	0	0
"1221"	0.15	0.66	0.66	0.24	0	0	1	0	0	0	0	0	0	0	0	0
"4748"	0.95	0.62	0.88	0.67	0	0	0	0	0	0	0	0	0	1	0	0
"4935"	0.76	0.51	0.8	0.43	0	0	0	0	0	0	0	0	0	1	0	0
"5909"	0.33	0.67	0.34	0.78	0	0	0	0	0	0	0	0	0	0	0	1
"4244"	0.79	0.31	0.75	0.35	0	0	0	0	0	0	0	0	1	0	0	0
"1550"	0.52	0.92	0.79	0.6	0	0	0	1	0	0	0	0	0	0	0	0
"187"	0.51	0.14	0.09	0.64	1	0	0	0	0	0	0	0	0	0	0	0
"970"	0.44	0.18	0.09	0.36	0	1	0	0	0	0	0	0	0	0	0	0
"1429"	0.2	0.58	0.54	0.2	0	0	1	0	0	0	0	0	0	0	0	0
"1861"	0.56	0.74	0.85	0.5	0	0	0	1	0	0	0	0	0	0	0	0
"2808"	0.78	0.68	0.37	0.46	0	0	0	0	0	1	0	0	0	0	0	0
"202"	0.79	0.5	0.43	0.88	1	0	0	0	0	0	0	0	0	0	0	0
"5824"	0.62	0.87	0.64	0.97	0	0	0	0	0	0	0	0	0	0	0	1
"2667"	0.94	0.99	0.62	0.69	0	0	0	0	0	1	0	0	0	0	0	0
"133"	0.71	0.18	0.2	0.8	1	0	0	0	0	0	0	0	0	0	0	0
"3409"	0.05	0.34	0.86	0.98	0	0	0	0	0	0	1	0	0	0	0	0
"1012"	0.23	0.73	0.75	0.21	0	0	1	0	0	0	0	0	0	0	0	0
"4183"	0.86	0.32	1	0.34	0	0	0	0	0	0	0	0	1	0	0	0
"1318"	0.37	0.95	0.97	0.45	0	0	1	0	0	0	0	0	0	0	0	0
"5808"	0.6	0.91	0.6	0.8	0	0	0	0	0	0	0	0	0	0	0	1
"5802"	0.33	0.75	0.39	0.64	0	0	0	0	0	0	0	0	0	0	0	1
"114"	0.89	0.4	0.36	0.75	1	0	0	0	0	0	0	0	0	0	0	0
"2209"	0.96	0.94	0.11	0.22	0	0	0	0	1	0	0	0	0	0	0	0
"4738"	0.62	0.37	0.7	0.39	0	0	0	0	0	0	0	0	0	1	0	0
"5415"	0.39	0.77	0.12	0.78	0	0	0	0	0	0	0	0	0	0	1	0
"1462"	0.05	0.52	0.62	0.18	0	0	1	0	0	0	0	0	0	0	0	0
"2421"	0.98	0.95	0.46	0.19	0	0	0	0	1	0	0	0	0	0	0	0
"5926"	0.7	0.98	0.66	0.97	0	0	0	0	0	0	0	0	0	0	0	1
"5204"	0.43	0.98	0.01	0.98	0	0	0	0	0	0	0	0	0	0	1	0
"4990"	0.99	0.62	0.94	0.59	0	0	0	0	0	0	0	0	0	1	0	0
"604"	0.68	0.41	0.32	0.65	0	1	0	0	0	0	0	0	0	0	0	0
"4083"	0.84	0.29	0.8	0.37	0	0	0	0	0	0	0	0	1	0	0	0
"2948"	0.73	0.82	0.52	0.45	0	0	0	0	0	1	0	0	0	0	0	0
"5538"	0.74	0.96	0.61	0.99	0	0	0	0	0	0	0	0	0	0	0	1
"3006"	0.42	0.08	0.93	0.92	0	0	0	0	0	0	1	0	0	0	0	0
"1376"	0.22	0.68	0.67	0.21	0	0	1	0	0	0	0	0	0	0	0	0
"192"	0.48	0.02	0.1	0.57	1	0	0	0	0	0	0	0	0	0	0	0
"567"	0.44	0.12	0.01	0.31	0	1	0	0	0	0	0	0	0	0	0	0
"1902"	0.12	0.39	0.38	0.05	0	0	0	1	0	0	0	0	0	0	0	0
"3110"	0.06	0.28	0.78	0.91	0	0	0	0	0	0	1	0	0	0	0	0
"3739"	0.46	0.44	0.82	0.72	0	0	0	0	0	0	0	1	0	0	0	0
"58"	0.96	0.35	0.22	0.95	1	0	0	0	0	0	0	0	0	0	0	0
"427"	0.71	0.12	0.14	0.66	1	0	0	0	0	0	0	0	0	0	0	0
"2287"	0.97	0.92	0.5	0.56	0	0	0	0	1	0	0	0	0	0	0	0
"5414"	0.21	0.88	0.07	0.82	0	0	0	0	0	0	0	0	0	0	1	0
"2296"	0.65	0.71	0.27	0.05	0	0	0	0	1	0	0	0	0	0	0	0
"3328"	0.04	0.03	0.52	0.54	0	0	0	0	0	0	1	0	0	0	0	0
"4129"	0.8	0.32	0.92	0.33	0	0	0	0	0	0	0	0	1	0	0	0
"544"	0.62	0.24	0.2	0.51	0	1	0	0	0	0	0	0	0	0	0	0
"1532"	0.33	0.63	0.58	0.32	0	0	0	1	0	0	0	0	0	0	0	0
"3420"	0.14	0.13	0.9	0.82	0	0	0	0	0	0	1	0	0	0	0	0
"5329"	0.11	0.96	0.01	0.81	0	0	0	0	0	0	0	0	0	0	1	0
"3405"	0.35	0.23	0.9	0.81	0	0	0	0	0	0	1	0	0	0	0	0
"1066"	0.17	0.48	0.51	0.09	0	0	1	0	0	0	0	0	0	0	0	0
"4185"	0.86	0.32	0.78	0.04	0	0	0	0	0	0	0	0	1	0	0	0
"1008"	0.41	0.78	0.89	0.35	0	0	1	0	0	0	0	0	0	0	0	0
"5570"	0.23	0.59	0.25	0.56	0	0	0	0	0	0	0	0	0	0	0	1
"5185"	0.47	0.96	0.43	0.83	0	0	0	0	0	0	0	0	0	0	1	0
"1691"	0.42	0.67	0.73	0.34	0	0	0	1	0	0	0	0	0	0	0	0
"4284"	0.88	0.18	0.97	0.43	0	0	0	0	0	0	0	0	1	0	0	0
"5928"	0.14	0.44	0.19	0.5	0	0	0	0	0	0	0	0	0	0	0	1
"3579"	0.1	0.03	0.33	0.42	0	0	0	0	0	0	0	1	0	0	0	0
"1030"	0.53	0.96	0.91	0.41	0	0	1	0	0	0	0	0	0	0	0	0
"5106"	0.27	0.77	0.19	0.72	0	0	0	0	0	0	0	0	0	0	1	0
"1172"	0.22	0.98	0.89	0.13	0	0	1	0	0	0	0	0	0	0	0	0
"4307"	0.68	0.06	0.6	0.22	0	0	0	0	0	0	0	0	1	0	0	0
"3925"	0.17	0.17	0.51	0.5	0	0	0	0	0	0	0	1	0	0	0	0
"1498"	0.05	0.7	0.78	0.1	0	0	1	0	0	0	0	0	0	0	0	0
"2099"	0.74	0.68	0.16	0.32	0	0	0	0	1	0	0	0	0	0	0	0
"3159"	0.06	0	0.87	0.85	0	0	0	0	0	0	1	0	0	0	0	0
"3703"	0.23	0.17	0.51	0.51	0	0	0	0	0	0	0	1	0	0	0	0
"1029"	0.19	0.85	0.72	0.08	0	0	1	0	0	0	0	0	0	0	0	0
"4706"	0.36	0.11	0.41	0.02	0	0	0	0	0	0	0	0	0	1	0	0
"5453"	0.35	0.8	0.05	0.74	0	0	0	0	0	0	0	0	0	0	1	0
"2697"	0.63	0.62	0.37	0.41	0	0	0	0	0	1	0	0	0	0	0	0
"2121"	0.73	0.82	0.35	0.13	0	0	0	0	1	0	0	0	0	0	0	0
"5904"	0.36	0.65	0.37	0.62	0	0	0	0	0	0	0	0	0	0	0	1
"3233"	0.37	0.37	0.85	0.96	0	0	0	0	0	0	1	0	0	0	0	0
"3702"	0.42	0.43	0.64	0.63	0	0	0	0	0	0	0	1	0	0	0	0
"5689"	0.53	0.75	0.5	0.89	0	0	0	0	0	0	0	0	0	0	0	1
"5746"	0.6	0.82	0.48	0.85	0	0	0	0	0	0	0	0	0	0	0	1
"502"	0.45	0.2	0.28	0.46	0	1	0	0	0	0	0	0	0	0	0	0
"3641"	0.22	0.15	0.48	0.47	0	0	0	0	0	0	0	1	0	0	0	0
"5933"	0.05	0.39	0.08	0.37	0	0	0	0	0	0	0	0	0	0	0	1
"5285"	0.15	0.61	0.23	0.64	0	0	0	0	0	0	0	0	0	0	1	0
"1913"	0.24	0.46	0.58	0.22	0	0	0	1	0	0	0	0	0	0	0	0
"2123"	0.78	0.83	0.06	0.41	0	0	0	0	1	0	0	0	0	0	0	0
"5355"	0.27	0.79	0.13	0.66	0	0	0	0	0	0	0	0	0	0	1	0
"2316"	0.67	0.78	0.16	0.03	0	0	0	0	1	0	0	0	0	0	0	0
"2935"	0.82	0.74	0.43	0.45	0	0	0	0	0	1	0	0	0	0	0	0
"4412"	0.93	0.37	0.82	0.46	0	0	0	0	0	0	0	0	1	0	0	0
"1270"	0.45	0.9	0.87	0.42	0	0	1	0	0	0	0	0	0	0	0	0
"5704"	0.23	0.63	0.21	0.51	0	0	0	0	0	0	0	0	0	0	0	1
"2983"	0.88	0.79	0.54	0.56	0	0	0	0	0	1	0	0	0	0	0	0
"3085"	0.26	0.3	0.95	0.83	0	0	0	0	0	0	1	0	0	0	0	0
"4778"	0.7	0.33	0.61	0.37	0	0	0	0	0	0	0	0	0	1	0	0
"666"	0.54	0.23	0.27	0.44	0	1	0	0	0	0	0	0	0	0	0	0
"5847"	0.21	0.66	0.23	0.52	0	0	0	0	0	0	0	0	0	0	0	1
"2412"	0.69	0.69	0.32	0.27	0	0	0	0	1	0	0	0	0	0	0	0
"1866"	0.61	0.8	0.88	0.51	0	0	0	1	0	0	0	0	0	0	0	0
"452"	0.74	0.13	0.16	0.67	1	0	0	0	0	0	0	0	0	0	0	0
"319"	0.72	0.36	0.41	0.84	1	0	0	0	0	0	0	0	0	0	0	0
"5709"	0.54	0.76	0.48	0.84	0	0	0	0	0	0	0	0	0	0	0	1
"2854"	0.67	0.76	0.41	0.46	0	0	0	0	0	1	0	0	0	0	0	0
"5741"	0.3	0.59	0.27	0.58	0	0	0	0	0	0	0	0	0	0	0	1
"753"	0.63	0.37	0.47	0.71	0	1	0	0	0	0	0	0	0	0	0	0
"1736"	0.64	0.89	0.95	0.56	0	0	0	1	0	0	0	0	0	0	0	0
"4357"	0.93	0.32	0.93	0.01	0	0	0	0	0	0	0	0	1	0	0	0
"4474"	0.78	0.27	0.71	0.35	0	0	0	0	0	0	0	0	1	0	0	0
"4274"	0.91	0.06	0.92	0.06	0	0	0	0	0	0	0	0	1	0	0	0
"4319"	0.88	0.06	0.75	0.17	0	0	0	0	0	0	0	0	1	0	0	0
"4401"	0.77	0.22	0.74	0.3	0	0	0	0	0	0	0	0	1	0	0	0
"4611"	0.32	0.04	0.4	0.05	0	0	0	0	0	0	0	0	0	1	0	0
"3398"	0.51	0.57	0.98	0.95	0	0	0	0	0	0	1	0	0	0	0	0
"150"	0.74	0.07	0.21	0.88	1	0	0	0	0	0	0	0	0	0	0	0
"593"	0.75	0.47	0.45	0.69	0	1	0	0	0	0	0	0	0	0	0	0
"3097"	0.09	0.22	0.58	0.68	0	0	0	0	0	0	1	0	0	0	0	0
"3048"	0.05	0.27	1	0.89	0	0	0	0	0	0	1	0	0	0	0	0
"5094"	0.36	0.87	0.38	0.76	0	0	0	0	0	0	0	0	0	0	1	0
"3283"	0.01	0.23	0.69	0.6	0	0	0	0	0	0	1	0	0	0	0	0
"3160"	0.34	0.25	0.99	0.85	0	0	0	0	0	0	1	0	0	0	0	0
"4829"	0.84	0.57	0.84	0.55	0	0	0	0	0	0	0	0	0	1	0	0
"4707"	0.55	0.29	0.56	0.25	0	0	0	0	0	0	0	0	0	1	0	0
"1478"	0.1	0.82	0.88	0.18	0	0	1	0	0	0	0	0	0	0	0	0
"2524"	0.86	0.78	0.48	0.5	0	0	0	0	0	1	0	0	0	0	0	0
"3625"	0.65	0.61	0.94	0.99	0	0	0	0	0	0	0	1	0	0	0	0
"3803"	0.41	0.3	0.65	0.62	0	0	0	0	0	0	0	1	0	0	0	0
"2817"	0.34	0.23	0.03	0.01	0	0	0	0	0	1	0	0	0	0	0	0
"436"	0.89	0.2	0.11	0.98	1	0	0	0	0	0	0	0	0	0	0	0
"2293"	0.87	0.73	0.15	0.11	0	0	0	0	1	0	0	0	0	0	0	0
"4631"	0.81	0.54	0.88	0.49	0	0	0	0	0	0	0	0	0	1	0	0
"329"	0.59	0.17	0.04	0.47	1	0	0	0	0	0	0	0	0	0	0	0
"442"	0.82	0.47	0.37	0.96	1	0	0	0	0	0	0	0	0	0	0	0
"474"	0.86	0.38	0.3	0.74	1	0	0	0	0	0	0	0	0	0	0	0
"562"	0.71	0.47	0.52	0.84	0	1	0	0	0	0	0	0	0	0	0	0
"2493"	0.94	0.92	0	0.06	0	0	0	0	1	0	0	0	0	0	0	0
"3192"	0.49	0.22	0.95	0.98	0	0	0	0	0	0	1	0	0	0	0	0
"2629"	0.33	0.26	0.06	0	0	0	0	0	0	1	0	0	0	0	0	0
"5107"	0.53	0.91	0.46	0.94	0	0	0	0	0	0	0	0	0	0	1	0
"1706"	0.52	0.88	0.76	0.47	0	0	0	1	0	0	0	0	0	0	0	0
"917"	0.41	0.03	0.16	0.43	0	1	0	0	0	0	0	0	0	0	0	0
"3587"	0.18	0.14	0.51	0.39	0	0	0	0	0	0	0	1	0	0	0	0
"3361"	0.3	0.15	0.91	0.95	0	0	0	0	0	0	1	0	0	0	0	0
"2767"	0.58	0.5	0.3	0.2	0	0	0	0	0	1	0	0	0	0	0	0
"3034"	0.03	0.24	0.64	0.67	0	0	0	0	0	0	1	0	0	0	0	0
"5921"	0.57	0.83	0.52	0.83	0	0	0	0	0	0	0	0	0	0	0	1
"2916"	0.67	0.79	0.43	0.35	0	0	0	0	0	1	0	0	0	0	0	0
"4741"	0.84	0.36	0.7	0.35	0	0	0	0	0	0	0	0	0	1	0	0
"4476"	0.99	0.01	0.99	0.54	0	0	0	0	0	0	0	0	1	0	0	0
"2908"	0.62	0.51	0.2	0.26	0	0	0	0	0	1	0	0	0	0	0	0
"5478"	0.36	0.88	0.35	0.9	0	0	0	0	0	0	0	0	0	0	1	0
"2204"	0.87	0.98	0.14	0.38	0	0	0	0	1	0	0	0	0	0	0	0
"4009"	0.69	0.28	0.77	0.33	0	0	0	0	0	0	0	0	1	0	0	0
"5638"	0.29	0.63	0.4	0.73	0	0	0	0	0	0	0	0	0	0	0	1
"5671"	0.55	0.77	0.56	0.77	0	0	0	0	0	0	0	0	0	0	0	1
"3780"	0.2	0.2	0.62	0.49	0	0	0	0	0	0	0	1	0	0	0	0
"2227"	0.71	0.81	0.31	0.14	0	0	0	0	1	0	0	0	0	0	0	0
"1664"	0.4	0.64	0.53	0.35	0	0	0	1	0	0	0	0	0	0	0	0
"1147"	0.34	0.74	0.63	0.31	0	0	1	0	0	0	0	0	0	0	0	0
"2186"	0.81	0.84	0.19	0.16	0	0	0	0	1	0	0	0	0	0	0	0
"2746"	0.44	0.54	0.17	0.13	0	0	0	0	0	1	0	0	0	0	0	0
"1207"	0.26	0.54	0.61	0.15	0	0	1	0	0	0	0	0	0	0	0	0
"4960"	0.68	0.37	0.82	0.43	0	0	0	0	0	0	0	0	0	1	0	0
"1156"	0.23	0.75	0.84	0.18	0	0	1	0	0	0	0	0	0	0	0	0
"1266"	0.2	0.53	0.6	0.14	0	0	1	0	0	0	0	0	0	0	0	0
"2980"	0.61	0.57	0.3	0.31	0	0	0	0	0	1	0	0	0	0	0	0
"2050"	0.76	0.82	0.34	0.27	0	0	0	0	1	0	0	0	0	0	0	0
"1045"	0.38	0.79	0.79	0.37	0	0	1	0	0	0	0	0	0	0	0	0
"5297"	0.37	0.76	0.12	0.84	0	0	0	0	0	0	0	0	0	0	1	0
"1335"	0.25	1	0.88	0.38	0	0	1	0	0	0	0	0	0	0	0	0
"2308"	0.88	0.85	0.04	0.46	0	0	0	0	1	0	0	0	0	0	0	0
"542"	0.66	0.56	0.43	0.79	0	1	0	0	0	0	0	0	0	0	0	0
"3665"	0.52	0.54	0.93	0.8	0	0	0	0	0	0	0	1	0	0	0	0
"3782"	0.03	0.04	0.32	0.32	0	0	0	0	0	0	0	1	0	0	0	0
"4326"	0.72	0.23	0.86	0.21	0	0	0	0	0	0	0	0	1	0	0	0
"4059"	0.73	0.21	0.79	0.01	0	0	0	0	0	0	0	0	1	0	0	0
"1989"	0.12	0.37	0.46	0.23	0	0	0	1	0	0	0	0	0	0	0	0
"2322"	0.92	0.91	0.52	0.48	0	0	0	0	1	0	0	0	0	0	0	0
"178"	0.96	0.54	0.6	0.9	1	0	0	0	0	0	0	0	0	0	0	0
"5945"	0.1	0.51	0.13	0.38	0	0	0	0	0	0	0	0	0	0	0	1
"1922"	0.59	0.93	0.82	0.62	0	0	0	1	0	0	0	0	0	0	0	0
"1057"	0.21	0.83	0.8	0.08	0	0	1	0	0	0	0	0	0	0	0	0
"4105"	0.88	0.02	0.83	0.24	0	0	0	0	0	0	0	0	1	0	0	0
"2879"	0.99	0.95	0.62	0.66	0	0	0	0	0	1	0	0	0	0	0	0
"5680"	0.45	0.79	0.51	0.86	0	0	0	0	0	0	0	0	0	0	0	1
"4070"	0.75	0.02	0.78	0.07	0	0	0	0	0	0	0	0	1	0	0	0
"1097"	0.2	0.72	0.79	0.07	0	0	1	0	0	0	0	0	0	0	0	0
"1230"	0.2	0.75	0.79	0.23	0	0	1	0	0	0	0	0	0	0	0	0
"4060"	0.66	0.22	0.75	0.23	0	0	0	0	0	0	0	0	1	0	0	0
"5292"	0.21	0.69	0.15	0.74	0	0	0	0	0	0	0	0	0	0	1	0
"5387"	0.26	0.87	0.38	0.99	0	0	0	0	0	0	0	0	0	0	1	0
"658"	0.82	0.47	0.49	0.68	0	1	0	0	0	0	0	0	0	0	0	0
"25"	0.8	0.04	0	0.78	1	0	0	0	0	0	0	0	0	0	0	0
"5456"	0.1	0.93	0.13	0.93	0	0	0	0	0	0	0	0	0	0	1	0
"5124"	0.16	0.85	0.35	0.73	0	0	0	0	0	0	0	0	0	0	1	0
"1123"	0.21	0.95	0.97	0.09	0	0	1	0	0	0	0	0	0	0	0	0
"1760"	0.6	0.89	0.82	0.49	0	0	0	1	0	0	0	0	0	0	0	0
"4588"	0.56	0.15	0.5	0.2	0	0	0	0	0	0	0	0	0	1	0	0
"3783"	0.2	0.23	0.61	0.54	0	0	0	0	0	0	0	1	0	0	0	0
"5567"	0.03	0.3	0.05	0.4	0	0	0	0	0	0	0	0	0	0	0	1
"1415"	0.16	0.45	0.48	0.05	0	0	1	0	0	0	0	0	0	0	0	0
"4994"	0.46	0.2	0.43	0.16	0	0	0	0	0	0	0	0	0	1	0	0
"549"	0.7	0.45	0.56	0.82	0	1	0	0	0	0	0	0	0	0	0	0
"5935"	0.31	0.51	0.21	0.52	0	0	0	0	0	0	0	0	0	0	0	1
"4836"	0.38	0.16	0.51	0.04	0	0	0	0	0	0	0	0	0	1	0	0
"3333"	0.21	0.5	0.94	0.92	0	0	0	0	0	0	1	0	0	0	0	0
"5943"	0.67	0.88	0.62	0.91	0	0	0	0	0	0	0	0	0	0	0	1
"3045"	0.35	0.13	0.82	0.86	0	0	0	0	0	0	1	0	0	0	0	0
"2065"	0.93	0.83	0.33	0.12	0	0	0	0	1	0	0	0	0	0	0	0
"5274"	0.26	0.73	0.17	0.62	0	0	0	0	0	0	0	0	0	0	1	0
"2264"	0.69	0.77	0.13	0.12	0	0	0	0	1	0	0	0	0	0	0	0
"3071"	0.07	0.34	0.79	0.83	0	0	0	0	0	0	1	0	0	0	0	0
"804"	0.63	0.3	0.43	0.52	0	1	0	0	0	0	0	0	0	0	0	0
"4760"	0.57	0.14	0.46	0.24	0	0	0	0	0	0	0	0	0	1	0	0
"4225"	0.9	0.11	0.84	0.41	0	0	0	0	0	0	0	0	1	0	0	0
"3952"	0.17	0.16	0.54	0.5	0	0	0	0	0	0	0	1	0	0	0	0
"4940"	0.91	0.65	0.99	0.71	0	0	0	0	0	0	0	0	0	1	0	0
"3442"	0.18	0.11	0.84	0.76	0	0	0	0	0	0	1	0	0	0	0	0
"763"	0.99	0.69	0.78	0.94	0	1	0	0	0	0	0	0	0	0	0	0
"4964"	0.75	0.35	0.61	0.38	0	0	0	0	0	0	0	0	0	1	0	0
"4734"	0.39	0.02	0.37	0.11	0	0	0	0	0	0	0	0	0	1	0	0
"3358"	0.4	0.07	0.84	0.98	0	0	0	0	0	0	1	0	0	0	0	0
"2789"	0.93	0.8	0.58	0.55	0	0	0	0	0	1	0	0	0	0	0	0
"2079"	0.96	0.91	0.44	0.24	0	0	0	0	1	0	0	0	0	0	0	0
"1715"	0	0.33	0.34	0.1	0	0	0	1	0	0	0	0	0	0	0	0
"1790"	0.37	0.63	0.7	0.43	0	0	0	1	0	0	0	0	0	0	0	0
"4863"	0.92	0.54	0.82	0.52	0	0	0	0	0	0	0	0	0	1	0	0
"2882"	0.47	0.49	0.26	0.13	0	0	0	0	0	1	0	0	0	0	0	0
"1017"	0.32	0.78	0.87	0.35	0	0	1	0	0	0	0	0	0	0	0	0
"1062"	0.11	0.53	0.66	0.05	0	0	1	0	0	0	0	0	0	0	0	0
"1531"	0.59	0.9	0.94	0.64	0	0	0	1	0	0	0	0	0	0	0	0
"3015"	0.51	0.47	0.96	0.92	0	0	0	0	0	0	1	0	0	0	0	0
"5091"	0.19	0.82	0.14	0.91	0	0	0	0	0	0	0	0	0	0	1	0
"3335"	0.4	0.24	0.98	0.91	0	0	0	0	0	0	1	0	0	0	0	0
"2305"	0.91	0.86	0	0.17	0	0	0	0	1	0	0	0	0	0	0	0
"1956"	0.5	0.86	0.91	0.61	0	0	0	1	0	0	0	0	0	0	0	0
"5978"	0.57	0.89	0.47	0.8	0	0	0	0	0	0	0	0	0	0	0	1
"1579"	0.25	0.52	0.45	0.26	0	0	0	1	0	0	0	0	0	0	0	0
"371"	0.97	0.41	0.37	0.91	1	0	0	0	0	0	0	0	0	0	0	0
"3017"	0.08	0.11	0.71	0.72	0	0	0	0	0	0	1	0	0	0	0	0
"5234"	0.09	0.94	0.07	0.97	0	0	0	0	0	0	0	0	0	0	1	0
"2338"	0.83	0.86	0.16	0.25	0	0	0	0	1	0	0	0	0	0	0	0
"5995"	0.49	0.77	0.5	0.9	0	0	0	0	0	0	0	0	0	0	0	1
"2663"	0.63	0.76	0.43	0.42	0	0	0	0	0	1	0	0	0	0	0	0
"5386"	0.02	0.71	0	0.8	0	0	0	0	0	0	0	0	0	0	1	0
"5352"	0.07	0.64	0.15	0.63	0	0	0	0	0	0	0	0	0	0	1	0
"657"	0.39	0.11	0.19	0.34	0	1	0	0	0	0	0	0	0	0	0	0
"4765"	0.46	0.22	0.5	0.21	0	0	0	0	0	0	0	0	0	1	0	0
"3166"	0.45	0.05	0.92	0.92	0	0	0	0	0	0	1	0	0	0	0	0
"4704"	0.34	0.09	0.32	0.04	0	0	0	0	0	0	0	0	0	1	0	0
"4419"	0.93	0.2	0.8	0.34	0	0	0	0	0	0	0	0	1	0	0	0
"5053"	0.02	0.44	0.06	0.56	0	0	0	0	0	0	0	0	0	0	1	0
"4200"	0.82	0.27	0.91	0.23	0	0	0	0	0	0	0	0	1	0	0	0
"4311"	0.86	0.41	0.89	0.46	0	0	0	0	0	0	0	0	1	0	0	0
"4947"	0.31	0.04	0.27	0	0	0	0	0	0	0	0	0	0	1	0	0
"2954"	0.34	0.47	0.02	0.14	0	0	0	0	0	1	0	0	0	0	0	0
"634"	0.34	0.08	0.04	0.36	0	1	0	0	0	0	0	0	0	0	0	0
"4512"	0.9	0.45	0.77	0.43	0	0	0	0	0	0	0	0	0	1	0	0
"1713"	0.63	1	0.96	0.72	0	0	0	1	0	0	0	0	0	0	0	0
"4393"	0.93	0.4	0.94	0.48	0	0	0	0	0	0	0	0	1	0	0	0
"2742"	0.31	0.38	0.08	0.06	0	0	0	0	0	1	0	0	0	0	0	0
"4010"	0.95	0.12	0.98	0.19	0	0	0	0	0	0	0	0	1	0	0	0
"5713"	0.5	0.82	0.53	0.87	0	0	0	0	0	0	0	0	0	0	0	1
"1637"	0.25	0.61	0.54	0.29	0	0	0	1	0	0	0	0	0	0	0	0
"5669"	0.07	0.39	0.05	0.51	0	0	0	0	0	0	0	0	0	0	0	1
"661"	0.61	0.41	0.37	0.72	0	1	0	0	0	0	0	0	0	0	0	0
"5030"	0.23	0.68	0.28	0.78	0	0	0	0	0	0	0	0	0	0	1	0
"3805"	0.26	0.29	0.68	0.6	0	0	0	0	0	0	0	1	0	0	0	0
"2291"	0.54	0.54	0.17	0.16	0	0	0	0	1	0	0	0	0	0	0	0
"2750"	0.74	0.69	0.38	0.39	0	0	0	0	0	1	0	0	0	0	0	0
"417"	0.74	0.31	0.23	0.83	1	0	0	0	0	0	0	0	0	0	0	0
"3976"	0.36	0.27	0.56	0.69	0	0	0	0	0	0	0	1	0	0	0	0
"2622"	0.43	0.45	0.21	0.08	0	0	0	0	0	1	0	0	0	0	0	0
"4810"	0.35	0.09	0.41	0.07	0	0	0	0	0	0	0	0	0	1	0	0
"1024"	0.38	0.95	0.99	0.32	0	0	1	0	0	0	0	0	0	0	0	0
"212"	0.67	0.26	0.26	0.81	1	0	0	0	0	0	0	0	0	0	0	0
"3850"	0.13	0.07	0.36	0.4	0	0	0	0	0	0	0	1	0	0	0	0
"145"	0.64	0.15	0.04	0.56	1	0	0	0	0	0	0	0	0	0	0	0
"4214"	0.88	0.49	0.93	0.16	0	0	0	0	0	0	0	0	1	0	0	0
"1212"	0.28	0.62	0.69	0.26	0	0	1	0	0	0	0	0	0	0	0	0
"3797"	0.17	0.19	0.59	0.47	0	0	0	0	0	0	0	1	0	0	0	0
"1814"	0.14	0.55	0.45	0.16	0	0	0	1	0	0	0	0	0	0	0	0
"4794"	0.89	0.67	0.97	0.59	0	0	0	0	0	0	0	0	0	1	0	0
"4147"	0.94	0.35	0.8	0.07	0	0	0	0	0	0	0	0	1	0	0	0
"2188"	0.81	0.79	0.03	0.27	0	0	0	0	1	0	0	0	0	0	0	0
"2993"	0.53	0.61	0.19	0.21	0	0	0	0	0	1	0	0	0	0	0	0
"459"	0.82	0.36	0.43	0.83	1	0	0	0	0	0	0	0	0	0	0	0
"4728"	0.59	0.32	0.73	0.31	0	0	0	0	0	0	0	0	0	1	0	0
"1860"	0.18	0.53	0.5	0.3	0	0	0	1	0	0	0	0	0	0	0	0
"3862"	0.21	0.08	0.43	0.53	0	0	0	0	0	0	0	1	0	0	0	0
"4986"	0.44	0.23	0.53	0.21	0	0	0	0	0	0	0	0	0	1	0	0
"3138"	0.16	0.14	0.57	0.61	0	0	0	0	0	0	1	0	0	0	0	0
"1626"	0.51	0.78	0.75	0.55	0	0	0	1	0	0	0	0	0	0	0	0
"4949"	0.61	0.19	0.51	0.28	0	0	0	0	0	0	0	0	0	1	0	0
"4042"	0.66	0.07	0.61	0.05	0	0	0	0	0	0	0	0	1	0	0	0
"3995"	0.1	0.05	0.43	0.31	0	0	0	0	0	0	0	1	0	0	0	0
"3584"	0.61	0.68	0.89	0.93	0	0	0	0	0	0	0	1	0	0	0	0
"5874"	0.32	0.52	0.23	0.6	0	0	0	0	0	0	0	0	0	0	0	1
"346"	0.69	0.13	0.23	0.68	1	0	0	0	0	0	0	0	0	0	0	0
"3331"	0.01	0.02	0.57	0.66	0	0	0	0	0	0	1	0	0	0	0	0
"726"	0.36	0.11	0.23	0.49	0	1	0	0	0	0	0	0	0	0	0	0
"1728"	0.23	0.43	0.5	0.16	0	0	0	1	0	0	0	0	0	0	0	0
"4337"	0.93	0.44	0.79	0.44	0	0	0	0	0	0	0	0	1	0	0	0
"5382"	0.16	0.77	0.23	0.8	0	0	0	0	0	0	0	0	0	0	1	0
